,Neisseria elongata C2011003085,Neisseria elongata subsp. glycolytica 431 NMEN,Neisseria elongata subsp. glycolytica 404 NMEN,Neisseria elongata subsp. elongata ATCC 25295,Neisseria elongata subsp. glycolytica NCTC11050,Neisseria elongata M15910,Neisseria elongata subsp. glycolytica 1279 NMEN,Neisseria elongata C2013018262,Neisseria elongata C2014003241,Neisseria elongata subsp. glycolytica ATCC 29315 ATCC 29315,Neisseria elongata NCTC10660,Neisseria elongata M15911,Kingella potus NCTC13336,Kingella potus 3 SID 1128,Neisseria bacilliformis 203 NMEN,Neisseria bacilliformis 914 NLAC,Neisseria bacilliformis DSM 23338,Neisseria bacilliformis ATCC BAA 1200,Neisseria shayeganii DSM22244,Neisseria shayeganii 871,Eikenella corrodens FDAARGOS 1474,Eikenella corrodens ATCC 23834 ATCC 23834,Eikenella sp. NML03-A-027 NML03-A-027,Eikenella exigua PXX,Eikenella sp. NML96-A-049 NML96-A-049,Eikenella longinqua NML02-A-017,Eikenella sp. NML99-0057 NML99-0057,Eikenella corrodens EI 07,Eikenella sp. NML070372 NML070372,Eikenella sp. NML97-A-109 NML97-A-109,Eikenella sp. NML080894 NML080894,Eikenella sp. HMSC061C02 HMSC061C02,Eikenella halliae NML130454,Eikenella corrodens EI 01,Eikenella sp. NML120348 NML120348,Eikenella sp. HMSC073A11 HMSC073A11,Eikenella corrodens KCOM 1378,Eikenella corrodens NML130388,Eikenella corrodens EI 05,Eikenella corrodens NML04-0072,Eikenella corrodens NML140207,Eikenella corrodens 491 NMEN,Eikenella glucosivorans S3360,Eikenella corrodens NML01-0328,Eikenella corrodens EI 04,Eikenella corrodens NML01-0040,Eikenella corrodens EI 06,Eikenella sp. NML01-A-086 NML01-A-086,Eikenella exigua EI 02,Eikenella corrodens EI 03,Eikenella corrodens EI 08,Eikenella sp. HMSC071B05 HMSC071B05,Eikenella corrodens KCOM 3110,Eikenella corrodens EI 09,Eikenella corrodens NML120819,Eikenella corrodens NCTC10596,Eikenella corrodens CC92I CC92I,Eikenella sp. Marseille-P7795 Marseille-P7795,Kingella sp. CICC 24913 CICC 24913,Conchiformibius kuhniae DSM 17694 DSM 17694,Conchiformibius steedae COT-280,Conchiformibius steedae DSM 2580 DSM 2580,Conchiformibius steedae DSM 2580,Kingella denitrificans GC77,Kingella denitrificans ATCC 33394 ATCC 33394,Kingella denitrificans FDAARGOS 1060,Kingella denitrificans NCTC10995,Kingella bonacorsii Marseille-Q4569,Kingella oralis DSM 18271,Kingella oralis ATCC 51147 ATCC 51147,Alysiella filiformis DSM 16848,Alysiella filiformis DSM 16848 DSM 16848,Simonsiella muelleri ATCC 29453,Simonsiella muelleri DSM 2579,Alysiella crassa S6,Alysiella crassa NCTC10283,Alysiella crassa DSM 2578 DSM 2578,Kingella negevensis kingella eburonensis,Kingella negevensis Pharynx,Kingella negevensis SW7208426,Kingella kingae PV1748 PV1748,Kingella kingae KK113 KK113,Kingella kingae KK245 KK245,Kingella kingae BB114 BB114,Kingella kingae KK274,Kingella kingae NCTC10746,Kingella kingae ATCC 23332,Kingella kingae KK83 KK83,Kingella kingae 11220434 11220434,Kingella kingae KK12 KK12,Kingella kingae KK101 KK101,Kingella kingae KK260 KK260,Kingella kingae KK145 KK145,Kingella kingae KK156 KK156,Kingella kingae KK107 KK107,Kingella kingae KK6 KK6,Kingella kingae AA417 AA417,Kingella kingae KK411 KK411,Kingella kingae KK274 KK274,Kingella kingae KK199 KK199,Kingella kingae KK242 KK242,Kingella kingae CC254 CC254,Kingella kingae KK171 KK171,Kingella kingae KK3 KK3,Kingella kingae Vir5453 Vir5453,Kingella kingae BB631 BB631,Kingella kingae D2363 D2363,Kingella kingae BB060 BB060,Kingella kingae KK60 KK60,Kingella kingae KK88 KK88,Kingella kingae ATCC 23330 ATCC 23330,Kingella kingae 4177 66,Kingella kingae NCTC10529,Kingella kingae KK189 KK189,Kingella kingae KK141 KK141,Kingella kingae KK75 KK75,Kingella kingae AA068 AA068,Kingella kingae KK158 KK158,Kingella kingae KK56 KK56,Kingella kingae AA255 AA255,Kingella kingae AA105 AA105,Kingella kingae KK238 KK238,Kingella kingae BB016 BB016,Kingella kingae KK97 KK97,Kingella kingae KK93 KK93,Kingella kingae KK190 KK190,Kingella kingae KK128 KK128,Kingella kingae ATCC 23331,Kingella kingae PYKK081 PYKK081,Kingella kingae D7330 D7330,Kingella kingae chl4475,Kingella kingae chl3548,Kingella kingae chl2764,Kingella kingae F41215CHC
Kingella kingae KK242 KK242,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.11174,77.5271,77.538559,77.479813,77.864563,78.027924,78.030334,78.058273,77.90329,77.885605,78.021103,79.556793,79.388168,79.756386,79.827026,79.796844,79.694725,79.793465,84.443924,84.474319,85.035522,97.827011,97.825104,97.86322,97.932999,97.6222,97.794655,97.819077,98.044525,97.969749,98.054428,97.959259,97.951996,98.005417,97.946869,97.99025,97.982697,97.974655,97.967606,97.972977,97.94709,100,99.211365,98.068848,98.085083,98.027786,98.116234,98.055977,98.026314,97.991333,97.969452,98.052383,97.977615,97.973801,98.025948,97.954918,97.976257,97.957413,97.990921,97.945709,97.841812,97.895218,97.931503,97.942322,97.973656,97.95829,97.924866,97.964821,97.787659,97.86554,97.985504,97.97567,97.927368,97.98465,97.863495
Kingella kingae CC254 CC254,74,74,74,74,74,76.827881,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.18219,77.578568,77.552666,77.491013,77.878265,78.087677,78.123428,78.095001,77.887985,77.890907,78.026917,79.608635,79.447823,79.795593,79.879074,79.790878,79.730804,79.780617,84.46022,84.519669,85.001045,97.920166,97.837334,97.824814,97.842888,97.651184,97.795731,97.822289,98.071075,98.045677,98.065727,97.922684,97.959656,97.967346,97.957848,97.949173,97.98098,97.976967,97.925026,97.947708,97.9067,99.211365,100,98.109177,98.087006,98.072159,98.12796,98.052155,97.985733,98.033615,97.956528,98.162201,98.035896,98.020828,97.976181,97.962128,97.96447,97.921402,97.953674,97.96489,97.822098,97.942017,97.968391,97.896667,97.954285,97.975555,97.944748,97.961754,97.82811,97.917618,97.977356,97.995636,97.951736,98.027878,97.881012
Kingella kingae KK171 KK171,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.316673,77.038895,77.633499,77.642471,77.58313,77.994743,78.179176,78.247864,78.112015,77.830391,77.960945,78.009132,79.531914,79.352737,79.728439,79.875343,79.636406,79.635742,79.72757,84.560196,84.673279,84.898216,97.943604,97.927544,97.973663,98.007294,97.838867,98.013634,98.00383,98.216629,98.21666,98.22261,98.133842,98.145477,98.147583,98.146149,98.187164,98.159599,98.153305,98.11895,98.132935,98.157158,98.068848,98.109177,100,99.143562,99.112022,99.086899,98.076035,97.968552,97.994865,97.971603,98.187447,98.099655,98.070862,97.958603,97.924728,97.987152,97.906227,97.961151,97.912384,97.95697,97.878227,97.966217,97.961044,98.015335,98.038704,97.98291,97.956543,97.983551,98.001694,98.023918,98.182068,98.127563,98.186752,98.084251
Kingella kingae KK3 KK3,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.490089,77.074982,77.634399,77.629745,77.649582,77.962723,78.138321,78.202934,78.101624,77.911316,77.856461,78.01149,79.589157,79.484665,79.867065,79.900841,79.713593,79.804504,79.814316,84.842033,84.778702,84.935898,97.957336,97.974945,97.98642,98.016792,97.840622,97.967049,97.994949,98.229874,98.260376,98.258621,98.126175,98.132507,98.175102,98.139801,98.165558,98.144585,98.157677,98.111755,98.100487,98.149521,98.085083,98.087006,99.143562,100,99.208908,99.167587,98.112999,97.993469,98.034538,97.984909,98.188782,98.188812,98.070053,97.95369,97.917397,97.9851,97.955765,97.932343,97.979965,97.980515,97.960518,97.950935,98.056,97.976593,97.974686,98.003082,97.979385,97.938553,97.975235,97.977112,98.178711,98.152443,98.215424,98.081039
Kingella kingae Vir5453 Vir5453,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.307655,77.012817,77.674744,77.698929,77.671875,77.976089,78.110062,78.241318,78.132294,77.84758,77.917236,77.97525,79.567017,79.44001,79.778549,79.892677,79.744049,79.681656,79.785469,84.813354,84.752441,85.017395,98.011299,98.035278,98.076057,98.114197,97.95742,98.104378,98.120247,98.370911,98.379166,98.379662,98.243011,98.254944,98.293579,98.266266,98.298386,98.27153,98.273026,98.233559,98.223541,98.269089,98.027786,98.072159,99.112022,99.208908,100,99.158493,97.99176,98.039528,97.964706,97.958603,98.225266,98.201019,98.106239,97.901825,97.874428,97.949524,97.979279,97.906502,97.957748,98.086502,97.97847,97.950859,97.983154,97.953629,97.917778,97.901901,97.938713,97.914879,97.921143,97.997749,98.167206,98.128105,98.190491,98.058968
Kingella kingae BB631 BB631,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.007408,77.537125,77.711365,77.626984,77.955841,78.140442,78.2388,78.142647,77.942307,78.012863,78.036858,79.542557,79.395874,79.642029,79.76413,79.629044,79.606934,79.691498,84.634216,84.682983,84.997986,97.908661,97.876434,97.897957,97.902443,97.689209,97.906219,97.92749,98.188858,98.153229,98.194435,98.04303,98.055031,98.090485,98.063049,98.093826,98.070663,98.07811,98.037758,98.026932,98.082611,98.116234,98.12796,99.086899,99.167587,99.158493,100,98.075134,97.943771,97.97287,97.940666,98.146301,98.050789,97.999374,97.949478,97.929718,97.966019,97.931885,97.911697,97.959724,97.889153,97.907913,97.929321,97.92366,97.955154,97.992874,97.873108,97.980865,97.84671,97.915176,97.894302,98.092133,98.017899,98.11264,98.00824
Kingella kingae D2363 D2363,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.043488,77.651703,77.621628,77.609543,78.015015,78.084763,78.13427,78.110588,77.871109,77.879868,78.00193,79.580338,79.389648,79.709579,79.766418,79.564972,79.628235,79.602341,84.215408,84.615936,84.998528,98.001999,97.967957,97.96788,97.957405,97.800903,97.83905,97.823784,98.066208,98.029343,98.059601,97.980347,97.966675,98.040665,98.001999,98.028412,98.006531,98.036072,97.976898,97.977829,98.013977,98.055977,98.052155,98.076035,98.112999,97.99176,98.075134,100,98.159035,98.214752,98.159698,98.380249,98.2901,98.274033,98.021507,97.951897,97.991096,97.934509,97.991196,97.991669,98.021446,98.004578,98.079437,98.059631,98.021889,98.088684,97.980057,98.075027,97.986435,98.030777,98.032959,98.169373,98.091972,98.166794,98.056488
Kingella kingae BB060 BB060,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.161194,77.559494,77.652992,77.500603,77.972198,78.028526,78.146454,78.044418,77.956284,77.899445,77.975182,79.507515,79.298035,79.888458,79.868469,79.650986,79.66124,79.727943,84.65258,84.604294,84.959991,97.958443,97.998123,98.027451,98.076187,97.880264,98.000595,98.031479,98.190765,98.223038,98.224762,98.129349,98.109009,98.156883,98.108917,98.15094,98.15477,98.139534,98.093536,98.093063,98.132217,98.026314,97.985733,97.968552,97.993469,98.039528,97.943771,98.159035,100,99.196304,99.158348,99.278809,99.255142,99.199295,98.030121,97.938187,97.981377,97.985397,97.968002,98.037895,98.073212,98.035759,97.956116,98.053177,97.992119,97.963318,98.009865,97.910583,97.900894,97.959785,97.927765,98.211128,98.171249,98.25087,98.168251
Kingella kingae KK60 KK60,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.209061,77.535233,77.576843,77.48954,78.003891,78.02684,78.166351,78.084496,77.896484,77.876465,77.994278,79.493797,79.319305,79.82869,79.814865,79.561592,79.576485,79.669685,84.613998,84.641922,85.137909,97.959488,97.963654,97.980118,98.001785,97.823105,97.921463,97.935196,98.128502,98.13736,98.144089,98.049316,98.028,98.067474,98.01255,98.059311,98.063507,98.043121,98.030441,98.037445,98.037704,97.991333,98.033615,97.994865,98.034538,97.964706,97.97287,98.214752,99.196304,100,99.214325,99.258041,99.203072,99.194962,97.964401,97.953491,98.006973,97.957787,97.95166,98.04126,98.042694,98.032082,97.963036,98.006798,98.046814,98.0448,98.026077,98.019836,97.966339,98.005043,97.976089,98.175568,98.121307,98.215172,98.09024
Kingella kingae KK88 KK88,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.169937,77.542374,77.632278,77.488052,77.914711,78.005478,78.138832,78.082413,77.834854,77.919296,77.989403,79.520142,79.307632,79.816254,79.913788,79.558372,79.643967,79.648209,84.510254,84.60759,84.963333,97.94574,97.934196,97.964737,98.01104,97.885269,97.973465,98.016464,98.222908,98.231873,98.237915,98.114334,98.100761,98.142365,98.088486,98.147934,98.141846,98.141151,98.08638,98.103912,98.122375,97.969452,97.956528,97.971603,97.984909,97.958603,97.940666,98.159698,99.158348,99.214325,100,99.193558,99.141296,99.121986,98.005859,97.943939,97.963242,97.954987,97.926483,98.031769,98.029694,98.012535,97.963646,98.024979,97.965508,97.964668,98.020134,97.953476,97.888229,97.952347,97.938744,98.18335,98.146973,98.213654,98.083672
Kingella kingae ATCC 23330 ATCC 23330,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.011734,77.564362,77.601334,77.491928,78.021225,78.106781,78.12616,78.115143,78.001686,77.91806,78.037903,79.512375,79.319191,80.009338,80.008316,79.59404,79.63829,79.757431,84.860901,84.902145,85.193695,98.156342,98.192902,98.154373,98.223976,98.327209,98.347672,98.345222,98.264099,98.311127,98.28923,98.250092,98.247269,98.279289,98.251465,98.299606,98.272247,98.270256,98.219597,98.21109,98.261078,98.052383,98.162201,98.187447,98.188782,98.225266,98.146301,98.380249,99.278809,99.258041,99.193558,100,99.962189,99.956299,98.058762,98.102829,98.107986,98.177826,98.083359,98.233795,98.288788,98.2715,98.124542,98.243088,98.166069,98.154823,98.104294,98.132172,98.314247,98.329742,98.163055,98.502747,98.424637,98.465408,98.449738
Kingella kingae 4177 66,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.099747,77.635231,77.746613,77.721992,78.014053,78.16349,78.373169,78.240074,78.080627,78.066849,78.140823,79.583542,79.417267,80.320847,80.221756,79.827202,79.761421,79.7547,84.954575,84.928314,85.292503,98.14537,98.18364,98.151138,98.23381,98.326294,98.305649,98.290344,98.157532,98.285965,98.182953,98.187866,98.17672,98.199997,98.187469,98.163544,98.149551,98.155899,98.132568,98.143478,98.164619,97.977615,98.035896,98.099655,98.188812,98.201019,98.050789,98.2901,99.255142,99.203072,99.141296,99.962189,100,99.995834,98.051636,97.983673,98.078789,98.093742,98.033577,98.19664,98.250931,98.209564,98.110878,98.170609,98.064697,98.09906,98.026199,98.116,98.318069,98.250549,98.139648,98.424301,98.371857,98.381371,98.407593
Kingella kingae NCTC10529,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.156036,77.622406,77.887131,77.749588,77.936386,78.251526,78.273582,78.198318,78.118828,78.12001,78.027527,79.567169,79.373314,80.437851,80.343239,79.677483,79.632843,79.811981,85.152,84.922806,85.444199,98.077469,98.123741,98.091187,98.137329,98.288254,98.303558,98.313797,98.153191,98.24337,98.185173,98.151382,98.145744,98.22982,98.171059,98.187912,98.17627,98.195251,98.12957,98.134529,98.199326,97.973801,98.020828,98.070862,98.070053,98.106239,97.999374,98.274033,99.199295,99.194962,99.121986,99.956299,99.995834,100,98.060211,98.019035,98.077225,98.122528,98.051102,98.197296,98.184883,98.175,98.105118,98.172867,98.066658,98.073112,98.087814,98.078392,98.29808,98.257042,98.111153,98.4245,98.381699,98.354553,98.396225
Kingella kingae KK189 KK189,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.248398,77.539993,77.553627,77.431374,77.875534,78.109573,78.07254,78.091034,77.935547,77.958084,78.032303,79.507217,79.350647,79.816467,79.89003,79.558884,79.543304,79.635651,84.487625,84.644867,84.926109,97.989998,97.930359,98.004379,98.022919,97.791595,97.916649,97.898544,98.127953,98.129204,98.130768,98.062469,98.064377,98.089668,98.039581,98.096809,98.08609,98.090668,98.03447,98.043839,98.083046,98.025948,97.976181,97.958603,97.95369,97.901825,97.949478,98.021507,98.030121,97.964401,98.005859,98.058762,98.051636,98.060211,100,99.259514,99.237488,99.237976,99.228561,98.001862,97.980194,98.020569,98.059784,98.090561,98.090576,98.036682,98.062286,98.064941,98.029617,98.012482,98.057205,98.22197,98.170845,98.258087,98.093483
Kingella kingae KK141 KK141,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.182388,77.529419,77.603607,77.487022,77.857513,78.071098,77.992691,78.019287,77.923447,77.964264,78.086594,79.548157,79.387604,79.654167,79.80674,79.496178,79.482819,79.610695,84.375412,84.500572,84.936356,97.917908,97.907013,97.968216,97.968666,97.728088,97.83548,97.811584,98.022736,98.027344,98.047211,97.940369,97.983383,97.977005,97.954285,97.94783,97.958374,97.956474,97.927887,97.923729,97.967857,97.954918,97.962128,97.924728,97.917397,97.874428,97.929718,97.951897,97.938187,97.953491,97.943939,98.102829,97.983673,98.019035,99.259514,100,99.223297,99.222122,99.229156,97.941895,97.960327,97.953659,97.993057,97.971703,98.018692,98.003021,97.995216,98.042328,97.923149,97.92131,98.004898,98.172729,98.132919,98.211609,98.02359
Kingella kingae KK75 KK75,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.225174,77.588303,77.55368,77.510597,77.865677,78.155083,78.142319,78.145767,77.981857,78.023117,78.083305,79.520447,79.408295,79.817078,79.84819,79.682892,79.645958,79.690353,84.537262,84.627731,84.94632,98.015244,97.932037,98.013138,98.017624,97.807175,97.904785,97.91423,98.113602,98.132103,98.141289,98.046173,98.045349,98.07019,98.019318,98.081085,98.083595,98.079605,98.02401,98.03862,98.068878,97.976257,97.96447,97.987152,97.9851,97.949524,97.966019,97.991096,97.981377,98.006973,97.963242,98.107986,98.078789,98.077225,99.237488,99.223297,100,99.225685,99.256912,97.953911,98.019073,98.009918,98.055237,98.037003,98.045303,98.06147,98.03331,98.062012,98.002373,98.002258,98.065781,98.210785,98.170624,98.239578,98.0952
Kingella kingae AA068 AA068,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.258774,77.544388,77.519913,77.448807,77.893509,78.136292,78.109406,78.137772,77.975967,77.996429,78.073593,79.513947,79.426422,79.797287,79.857315,79.639442,79.672333,79.681595,84.59108,84.735535,85.11319,98.038971,98.046082,98.034286,98.083374,97.935928,97.96801,97.972954,98.20639,98.2174,98.2248,98.119827,98.133987,98.166695,98.148651,98.164314,98.152206,98.158325,98.10936,98.108459,98.154999,97.957413,97.921402,97.906227,97.955765,97.979279,97.931885,97.934509,97.985397,97.957787,97.954987,98.177826,98.093742,98.122528,99.237976,99.222122,99.225685,100,99.204437,97.971909,98.114761,98.050186,98.039185,98.108345,98.053543,98.009521,98.063248,98.003418,98.028519,98.001709,98.093536,98.248543,98.217064,98.305359,98.164024
Kingella kingae KK158 KK158,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.250862,77.546722,77.530273,77.453918,77.921104,78.155594,78.138565,78.118271,77.934288,77.95253,78.046013,79.557793,79.389175,79.759613,79.875336,79.63916,79.60495,79.6604,84.483139,84.611176,85.005524,97.936172,97.924438,97.9814,97.983994,97.858437,97.924294,97.927109,98.101242,98.13089,98.122406,98.036041,98.056503,98.048447,98.05365,98.057228,98.04557,98.057892,98.003502,98.027573,98.057434,97.990921,97.953674,97.961151,97.932343,97.906502,97.911697,97.991196,97.968002,97.95166,97.926483,98.083359,98.033577,98.051102,99.228561,99.229156,99.256912,99.204437,100,97.994415,98.007599,97.992935,98.05217,97.99765,98.070274,98.074684,98.034935,98.034447,97.982117,97.991074,98.059097,98.212662,98.174652,98.265808,98.09024
Kingella kingae KK56 KK56,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.162155,77.575699,77.692352,77.581131,78.057022,78.025681,78.105743,78.11795,77.948273,77.972427,78.121208,79.519188,79.355621,79.978333,79.988174,79.671387,79.696259,79.712189,84.764755,84.740646,85.070908,97.935364,97.958374,97.93821,97.970901,97.80629,97.944885,97.945442,98.218399,98.215607,98.225372,98.08934,98.072937,98.137863,98.074066,98.142433,98.129898,98.133743,98.081238,98.08255,98.123299,97.945709,97.96489,97.912384,97.979965,97.957748,97.959724,97.991669,98.037895,98.04126,98.031769,98.233795,98.19664,98.197296,98.001862,97.941895,97.953911,97.971909,97.994415,100,99.098465,99.048874,98.059616,98.184662,98.178757,98.184959,98.179436,98.15583,98.069519,98.118088,98.087914,98.317383,98.322021,98.342957,98.224899
Kingella kingae AA255 AA255,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.262375,77.624512,77.602722,77.547554,78.028091,77.994385,78.12561,78.152466,78.006104,77.921783,78.057045,79.564163,79.390038,79.966988,79.929977,79.719917,79.806175,79.723938,84.864258,84.856636,85.264473,98.089005,98.134903,98.150436,98.203697,98.018524,98.195984,98.205956,98.426605,98.444389,98.444565,98.312866,98.312317,98.365723,98.319229,98.362503,98.348701,98.349335,98.295738,98.298775,98.338699,97.841812,97.822098,97.95697,97.980515,98.086502,97.889153,98.021446,98.073212,98.042694,98.029694,98.288788,98.250931,98.184883,97.980194,97.960327,98.019073,98.114761,98.007599,99.098465,100,99.307159,98.081299,98.210785,98.133812,98.133232,98.172897,98.154022,98.114883,98.155632,98.191284,98.323586,98.320793,98.355423,98.311905
Kingella kingae AA105 AA105,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.200317,77.572708,77.639282,77.505676,78.045799,78.041603,78.136276,78.106949,77.885246,77.935989,78.05574,79.546234,79.341553,79.951614,79.877724,79.584518,79.645752,79.681183,84.62455,84.772842,85.046432,98.001999,97.99498,98.008224,98.055283,97.85907,98.010262,98.012932,98.232758,98.24118,98.255615,98.114594,98.115021,98.174797,98.122696,98.170792,98.170204,98.163506,98.104202,98.112457,98.159081,97.895218,97.942017,97.878227,97.960518,97.97847,97.907913,98.004578,98.035759,98.032082,98.012535,98.2715,98.209564,98.171005,98.020569,97.953659,98.009918,98.050186,97.992935,99.048874,99.307159,100,98.109871,98.187431,98.12912,98.133301,98.174911,98.142166,98.092697,98.15239,98.12838,98.306641,98.284515,98.325134,98.268509
Kingella kingae KK238 KK238,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.174858,77.551132,77.608261,77.592148,77.975418,78.032578,78.154282,78.051926,78.012779,77.829018,77.933441,79.559471,79.333725,79.743759,79.801102,79.578781,79.564606,79.666832,84.573563,84.625153,85.016907,97.957123,97.909393,97.968002,97.986588,97.791412,97.871292,97.843536,98.098602,98.103149,98.118088,98.020645,98.031021,98.047546,98.020439,98.053238,98.029366,98.033554,98.018799,97.999298,98.020187,97.931503,97.968391,97.966217,97.950935,97.950859,97.929321,98.079437,97.956116,97.963036,97.963646,98.124542,98.110878,98.105118,98.059784,97.993057,98.055237,98.039185,98.05217,98.059616,98.081299,98.109871,100,98.723228,98.784401,98.797325,98.697861,98.759743,98.747375,98.654541,98.617401,98.866791,98.828941,98.882973,98.763885
Kingella kingae BB016 BB016,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.168884,77.567078,77.53154,77.535126,77.967117,78.141304,78.232651,78.199387,77.787766,77.886887,77.922806,79.580315,79.333328,79.680237,79.654182,79.69603,79.690247,79.773239,84.734886,84.69236,85.008179,98.051575,98.024399,98.050476,98.067337,97.8927,97.949738,97.946732,98.162598,98.193298,98.167366,98.115456,98.109283,98.161758,98.132889,98.166885,98.161865,98.158272,98.0914,98.113052,98.149719,97.942322,97.896667,97.961044,98.010056,97.983154,97.92366,98.059631,98.053177,98.006798,98.024979,98.243088,98.170609,98.172867,98.090561,97.971703,98.037003,98.108345,97.99765,98.184662,98.210785,98.187431,98.723228,100,99.190559,99.023392,99.059532,99.015793,98.886826,98.624023,98.678207,99.174133,99.125641,99.189514,99.050735
